Line#,Date,"Temperature (MX-TEMP-2 20835814:20835814-1), *C, 20835814","RH (MX-RH-2 20835814:20835814-2), %, 20835814","Dew Point (MX-TEMP-2 20835814:20835814-4), *C, 20835814","Temperature (MX-TEMP-2 20835815:20835815-1), *C, 20835815","RH (MX-RH-2 20835815:20835815-2), %, 20835815","Dew Point (MX-TEMP-2 20835815:20835815-4), *C, 20835815","Temperature (MX-TEMP-2 20835816:20835816-1), *C, 20835816","RH (MX-RH-2 20835816:20835816-2), %, 20835816","Dew Point (MX-TEMP-2 20835816:20835816-4), *C, 20835816","Temperature (MX-TEMP-2 20835817:20835817-1), *C, 20835817","RH (MX-RH-2 20835817:20835817-2), %, 20835817","Dew Point (MX-TEMP-2 20835817:20835817-4), *C, 20835817","Temperature (MX-TEMP-2 20835818:20835818-1), *C, 20835818","RH (MX-RH-2 20835818:20835818-2), %, 20835818","Dew Point (MX-TEMP-2 20835818:20835818-4), *C, 20835818","Temperature (MX-TEMP-2 20835819:20835819-1), *C, 20835819","RH (MX-RH-2 20835819:20835819-2), %, 20835819","Dew Point (MX-TEMP-2 20835819:20835819-4), *C, 20835819","Temperature (MX-TEMP-2 20835820:20835820-1), *C, 20835820","RH (MX-RH-2 20835820:20835820-2), %, 20835820","Dew Point (MX-TEMP-2 20835820:20835820-4), *C, 20835820","Temperature (MX-TEMP-2 20835821:20835821-1), *C, 20835821","RH (MX-RH-2 20835821:20835821-2), %, 20835821","Dew Point (MX-TEMP-2 20835821:20835821-4), *C, 20835821","Temperature (MX-TEMP-2 20835822:20835822-1), *C, 20835822","RH (MX-RH-2 20835822:20835822-2), %, 20835822","Dew Point (MX-TEMP-2 20835822:20835822-4), *C, 20835822","Temperature (MX-TEMP-2 20835823:20835823-1), *C, 20835823","RH (MX-RH-2 20835823:20835823-2), %, 20835823","Dew Point (MX-TEMP-2 20835823:20835823-4), *C, 20835823","Temperature (MX-TEMP-2 20835824:20835824-1), *C, 20835824","RH (MX-RH-2 20835824:20835824-2), %, 20835824","Dew Point (MX-TEMP-2 20835824:20835824-4), *C, 20835824","Temperature (MX-TEMP-2 20835825:20835825-1), *C, 20835825","RH (MX-RH-2 20835825:20835825-2), %, 20835825","Dew Point (MX-TEMP-2 20835825:20835825-4), *C, 20835825","Temperature (MX-TEMP-2 20843228:20843228-1), *C, 20843228","RH (MX-RH-2 20843228:20843228-2), %, 20843228","Dew Point (MX-TEMP-2 20843228:20843228-4), *C, 20843228","Temperature (MX-TEMP-2 20843229:20843229-1), *C, 20843229","RH (MX-RH-2 20843229:20843229-2), %, 20843229","Dew Point (MX-TEMP-2 20843229:20843229-4), *C, 20843229","Temperature (MX-TEMP-2 20843230:20843230-1), *C, 20843230","RH (MX-RH-2 20843230:20843230-2), %, 20843230","Dew Point (MX-TEMP-2 20843230:20843230-4), *C, 20843230","Temperature (MX-TEMP-2 20843231:20843231-1), *C, 20843231","RH (MX-RH-2 20843231:20843231-2), %, 20843231","Dew Point (MX-TEMP-2 20843231:20843231-4), *C, 20843231","Temperature (MX-TEMP-2 20843233:20843233-1), *C, 20843233","RH (MX-RH-2 20843233:20843233-2), %, 20843233","Dew Point (MX-TEMP-2 20843233:20843233-4), *C, 20843233","Temperature (MX-TEMP-2 20843235:20843235-1), *C, 20843235","RH (MX-RH-2 20843235:20843235-2), %, 20843235","Dew Point (MX-TEMP-2 20843235:20843235-4), *C, 20843235","Temperature (MX-TEMP-2 20843236:20843236-1), *C, 20843236","RH (MX-RH-2 20843236:20843236-2), %, 20843236","Dew Point (MX-TEMP-2 20843236:20843236-4), *C, 20843236","Temperature (MX-TEMP-2 20843238:20843238-1), *C, 20843238","RH (MX-RH-2 20843238:20843238-2), %, 20843238","Dew Point (MX-TEMP-2 20843238:20843238-4), *C, 20843238","Temperature (MX-TEMP-2 20843239:20843239-1), *C, 20843239","RH (MX-RH-2 20843239:20843239-2), %, 20843239","Dew Point (MX-TEMP-2 20843239:20843239-4), *C, 20843239"
3239,05/16/20 20:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.02,21.99,4.33,,,,,,,,,,,,,,,
3240,05/16/20 20:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.74,22.70,4.55,,,,,,,,,,,,,,,,,,
3241,05/16/20 20:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.20,22.22,4.63,,,,,,,,,,,,,,,,,,,,,
3242,05/16/20 20:30:01,,,,26.97,23.63,4.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3243,05/16/20 20:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.58,23.16,4.70
3244,05/16/20 20:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.34,22.12,4.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3245,05/16/20 20:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.04,23.54,4.48,,,,,,,,,,,,,,,,,,,,,,,,
3246,05/16/20 20:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.77,34.95,4.75,,,,,,
3247,05/16/20 20:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.27,24.13,4.19,,,
3248,05/16/20 20:37:59,,,,,,,,,,,,,,,,,,,,,,29.00,23.46,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3249,05/16/20 20:39:05,3.09,76.21,-0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3250,05/16/20 20:40:00,,,,,,,,,,,,,,,,26.40,23.20,3.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3251,05/16/20 20:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.93,22.52,3.76,,,,,,,,,,,,
3252,05/16/20 20:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.97,23.67,3.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3253,05/16/20 20:42:40,,,,,,,,,,28.82,21.93,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3254,05/16/20 20:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.32,23.40,3.79,,,,,,,,,
3255,05/16/20 20:43:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.02,23.47,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,
3256,05/16/20 20:43:41,,,,,,,,,,,,,27.45,22.00,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3257,05/16/20 20:44:35,,,,,,,,,,,,,,,,,,,27.38,22.87,4.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3258,05/16/20 20:46:27,,,,,,,,,,,,,,,,,,,,,,,,,27.65,21.63,3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3259,05/16/20 20:47:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.00,21.97,4.30,,,,,,,,,,,,,,,
3260,05/16/20 20:48:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.70,22.72,4.53,,,,,,,,,,,,,,,,,,
3261,05/16/20 20:49:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.15,22.17,4.55,,,,,,,,,,,,,,,,,,,,,
3262,05/16/20 20:50:01,,,,26.92,23.61,4.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3263,05/16/20 20:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.55,23.05,4.61
3264,05/16/20 20:56:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.30,22.27,4.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3265,05/16/20 20:56:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.95,23.96,4.66,,,,,,,,,,,,,,,,,,,,,,,,
3266,05/16/20 20:56:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.79,32.39,3.69,,,,,,
3267,05/16/20 20:57:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.19,24.62,4.41,,,
3268,05/16/20 20:57:59,,,,,,,,,,,,,,,,,,,,,,28.95,23.47,6.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3269,05/16/20 20:59:05,3.05,75.90,-0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3270,05/16/20 21:00:00,,,,,,,,,,,,,,,,26.28,24.91,4.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3271,05/16/20 21:00:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.81,24.50,4.86,,,,,,,,,,,,
3272,05/16/20 21:01:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.89,26.11,5.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3273,05/16/20 21:02:40,,,,,,,,,,28.73,22.57,5.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3274,05/16/20 21:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.28,25.71,5.11,,,,,,,,,
3275,05/16/20 21:03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.97,24.42,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,
3276,05/16/20 21:03:41,,,,,,,,,,,,,27.45,24.45,5.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3277,05/16/20 21:04:35,,,,,,,,,,,,,,,,,,,27.29,24.17,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3278,05/16/20 21:06:27,,,,,,,,,,,,,,,,,,,,,,,,,27.70,24.34,5.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3279,05/16/20 21:07:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.96,23.55,5.26,,,,,,,,,,,,,,,
3280,05/16/20 21:08:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59,23.99,5.22,,,,,,,,,,,,,,,,,,
3281,05/16/20 21:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.14,23.81,5.57,,,,,,,,,,,,,,,,,,,,,
3282,05/16/20 21:10:01,,,,26.90,25.45,5.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3283,05/16/20 21:11:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.52,24.63,5.53
3284,05/16/20 21:16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.27,23.74,5.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3285,05/16/20 21:16:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.91,25.64,5.60,,,,,,,,,,,,,,,,,,,,,,,,
3286,05/16/20 21:16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00,35.02,4.98,,,,,,
3287,05/16/20 21:17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.18,26.34,5.37,,,
3288,05/16/20 21:17:59,,,,,,,,,,,,,,,,,,,,,,28.84,24.10,6.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3289,05/16/20 21:19:05,3.10,75.62,-0.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3290,05/16/20 21:20:00,,,,,,,,,,,,,,,,26.20,24.33,4.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3291,05/16/20 21:20:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.79,24.03,4.57,,,,,,,,,,,,
3292,05/16/20 21:21:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.56,25.46,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3293,05/16/20 21:22:40,,,,,,,,,,28.60,22.83,5.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3294,05/16/20 21:22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.09,25.06,4.58,,,,,,,,,
3295,05/16/20 21:23:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.95,24.57,5.02,,,,,,,,,,,,,,,,,,,,,,,,,,,
3296,05/16/20 21:23:41,,,,,,,,,,,,,27.38,23.44,4.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3297,05/16/20 21:24:35,,,,,,,,,,,,,,,,,,,27.24,24.08,4.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3298,05/16/20 21:26:27,,,,,,,,,,,,,,,,,,,,,,,,,27.70,23.08,4.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3299,05/16/20 21:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.79,23.14,4.86,,,,,,,,,,,,,,,
3300,05/16/20 21:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.47,23.79,5.00,,,,,,,,,,,,,,,,,,
3301,05/16/20 21:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.04,23.23,5.13,,,,,,,,,,,,,,,,,,,,,
3302,05/16/20 21:30:01,,,,26.80,24.66,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3303,05/16/20 21:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.34,24.00,5.01
3304,05/16/20 21:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.19,22.93,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3305,05/16/20 21:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.55,24.53,4.66,,,,,,,,,,,,,,,,,,,,,,,,
3306,05/16/20 21:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.68,33.03,3.86,,,,,,
3307,05/16/20 21:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.83,25.18,4.43,,,
3308,05/16/20 21:37:59,,,,,,,,,,,,,,,,,,,,,,28.76,23.84,6.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3309,05/16/20 21:39:05,3.13,75.90,-0.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3310,05/16/20 21:40:00,,,,,,,,,,,,,,,,26.24,24.50,4.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3311,05/16/20 21:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.97,23.65,4.49,,,,,,,,,,,,
3312,05/16/20 21:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.42,25.44,4.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3313,05/16/20 21:42:40,,,,,,,,,,28.59,22.68,5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3314,05/16/20 21:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02,24.89,4.42,,,,,,,,,
3315,05/16/20 21:43:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.92,24.43,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,
3316,05/16/20 21:43:41,,,,,,,,,,,,,27.55,23.08,4.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3317,05/16/20 21:44:35,,,,,,,,,,,,,,,,,,,27.23,23.87,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3318,05/16/20 21:46:27,,,,,,,,,,,,,,,,,,,,,,,,,27.79,22.59,4.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3319,05/16/20 21:47:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.81,22.94,4.76,,,,,,,,,,,,,,,
3320,05/16/20 21:48:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.49,23.58,4.88,,,,,,,,,,,,,,,,,,
3321,05/16/20 21:49:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.02,23.16,5.07,,,,,,,,,,,,,,,,,,,,,
3322,05/16/20 21:50:01,,,,26.76,24.53,4.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3323,05/16/20 21:51:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.27,24.00,4.95
3324,05/16/20 21:56:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.20,22.85,5.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3325,05/16/20 21:56:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.46,24.60,4.62,,,,,,,,,,,,,,,,,,,,,,,,
3326,05/16/20 21:56:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,33.05,3.73,,,,,,
3327,05/16/20 21:57:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.73,25.26,4.39,,,
3328,05/16/20 21:57:59,,,,,,,,,,,,,,,,,,,,,,28.84,23.81,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3329,05/16/20 21:59:05,3.23,74.75,-0.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3330,05/16/20 22:00:00,,,,,,,,,,,,,,,,26.26,24.41,4.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3331,05/16/20 22:00:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.10,23.33,4.41,,,,,,,,,,,,
3332,05/16/20 22:01:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.51,25.18,4.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3333,05/16/20 22:02:40,,,,,,,,,,28.63,22.58,5.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3334,05/16/20 22:02:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.08,24.57,4.29,,,,,,,,,
3335,05/16/20 22:03:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.81,24.33,4.76,,,,,,,,,,,,,,,,,,,,,,,,,,,
3336,05/16/20 22:03:41,,,,,,,,,,,,,27.66,22.72,4.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3337,05/16/20 22:04:35,,,,,,,,,,,,,,,,,,,27.32,23.65,4.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3338,05/16/20 22:06:27,,,,,,,,,,,,,,,,,,,,,,,,,27.95,22.19,4.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3339,05/16/20 22:07:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.96,22.73,4.75,,,,,,,,,,,,,,,
3340,05/16/20 22:08:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.59,23.43,4.88,,,,,,,,,,,,,,,,,,
3341,05/16/20 22:09:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.08,22.88,4.94,,,,,,,,,,,,,,,,,,,,,
3342,05/16/20 22:10:01,,,,26.78,24.28,4.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3343,05/16/20 22:11:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.31,23.77,4.85
3344,05/16/20 22:16:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.27,22.64,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3345,05/16/20 22:16:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.40,24.45,4.49,,,,,,,,,,,,,,,,,,,,,,,,
3346,05/16/20 22:16:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.39,32.71,3.47,,,,,,
3347,05/16/20 22:17:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.60,25.24,4.26,,,
3348,05/16/20 22:17:59,,,,,,,,,,,,,,,,,,,,,,28.87,23.75,6.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3349,05/16/20 22:19:05,3.28,73.22,-1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3350,05/16/20 22:20:00,,,,,,,,,,,,,,,,26.09,24.35,4.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3351,05/16/20 22:20:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.91,23.32,4.24,,,,,,,,,,,,
3352,05/16/20 22:21:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.29,25.18,3.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3353,05/16/20 22:22:40,,,,,,,,,,28.60,22.43,5.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3354,05/16/20 22:22:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.88,24.57,4.12,,,,,,,,,
3355,05/16/20 22:23:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.80,24.19,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,
3356,05/16/20 22:23:41,,,,,,,,,,,,,27.47,22.62,4.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3357,05/16/20 22:24:35,,,,,,,,,,,,,,,,,,,27.22,23.60,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3358,05/16/20 22:26:27,,,,,,,,,,,,,,,,,,,,,,,,,27.74,22.16,4.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3359,05/16/20 22:27:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.81,22.62,4.56,,,,,,,,,,,,,,,
3360,05/16/20 22:28:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.54,23.36,4.79,,,,,,,,,,,,,,,,,,
3361,05/16/20 22:29:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.04,22.79,4.86,,,,,,,,,,,,,,,,,,,,,
3362,05/16/20 22:30:01,,,,26.76,24.24,4.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3363,05/16/20 22:31:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.20,23.79,4.77
3364,05/16/20 22:36:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.26,22.59,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3365,05/16/20 22:36:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.31,24.54,4.46,,,,,,,,,,,,,,,,,,,,,,,,
3366,05/16/20 22:36:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.27,32.81,3.41,,,,,,
3367,05/16/20 22:37:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.62,25.19,4.26,,,
3368,05/16/20 22:37:59,,,,,,,,,,,,,,,,,,,,,,28.84,23.67,6.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3369,05/16/20 22:39:05,3.30,73.44,-0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3370,05/16/20 22:40:00,,,,,,,,,,,,,,,,26.22,24.00,4.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3371,05/16/20 22:40:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.09,22.85,4.10,,,,,,,,,,,,
3372,05/16/20 22:41:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.48,24.73,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3373,05/16/20 22:42:40,,,,,,,,,,28.62,22.31,5.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3374,05/16/20 22:42:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.02,24.23,4.04,,,,,,,,,
3375,05/16/20 22:43:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.77,24.19,4.64,,,,,,,,,,,,,,,,,,,,,,,,,,,
